Size np Time Threads
5000 1 3.363606 29
5000 1 2.728549 30
5000 1 3.366690 30
5000 1 2.729701 30
5000 1 3.279179 30
5000 1 2.722435 30
5000 1 3.289480 31
5000 1 2.663411 31
5000 1 3.336153 31
5000 1 2.705732 31
5000 1 3.387916 31
5000 1 2.683966 32
5000 1 3.365808 32
5000 1 2.682358 32
5000 1 3.314341 32
5000 1 2.715585 32
5000 1 5.743226 33
5000 1 2.699140 33
5000 1 4.494722 33
5000 1 2.651865 33
5000 1 5.173418 33
5000 1 2.611517 34
5000 1 4.432746 34
5000 1 2.662188 34
5000 1 4.825404 34
5000 1 2.602975 34
5000 1 2.619339 35
5000 1 3.344718 35
5000 1 2.569737 35
5000 1 4.459461 35
5000 1 2.585420 35
5000 1 6.076363 36
5000 1 2.573912 36
5000 1 3.590010 36
5000 1 2.565907 36
5000 1 5.638571 36
5000 1 2.594162 37
5000 1 2.538897 37
5000 1 2.611038 37
5000 1 2.540300 37
5000 1 2.554898 37
5000 1 2.554364 38
5000 1 2.596249 38
5000 1 2.503234 38
5000 1 3.358089 38
5000 1 2.501841 38
5000 1 2.487908 39
5000 1 2.513620 39
5000 1 2.483413 39
5000 1 2.470141 39
5000 1 2.498541 39
5000 1 2.475133 40
5000 1 2.450586 40
5000 1 3.003470 40
5000 1 2.494766 40
5000 1 2.501284 40
5000 1 2.429584 41
5000 1 2.515509 41
5000 1 2.460000 41
5000 1 2.470130 41
5000 1 2.469122 41
5000 1 2.424646 42
5000 1 3.287964 42
5000 1 2.417081 42
5000 1 2.430876 42
5000 1 2.493218 42
5000 1 2.391477 43
5000 1 2.438011 43
5000 1 2.447783 43
5000 1 2.455598 43
5000 1 2.433103 43
5000 1 3.085525 44
5000 1 2.371485 44
5000 1 2.438539 44
5000 1 2.428637 44
5000 1 2.429979 44
5000 1 2.419870 45
5000 1 2.362878 45
5000 1 2.405538 45
5000 1 2.435569 45
5000 1 3.387260 45
5000 1 2.345085 46
5000 1 2.396047 46
5000 1 2.392919 46
5000 1 2.328681 46
5000 1 2.349961 46
5000 1 2.361842 47
5000 1 2.348705 47
5000 1 2.354552 47
5000 1 2.305864 47
5000 1 2.890101 47
5000 1 2.386235 48
5000 1 2.381315 48
5000 1 2.356738 48
5000 1 2.325533 48
5000 1 2.298315 48
5000 1 2.319075 49
5000 1 2.392626 49
5000 1 2.326821 49
5000 1 3.338623 49
5000 1 2.342536 49
5000 1 2.297590 50
5000 1 2.330801 50
5000 1 2.341540 50
5000 1 2.323463 50
5000 1 2.313783 50
5000 1 2.351218 51
5000 1 2.350310 51
5000 1 2.309330 51
5000 1 2.723665 51
5000 1 2.346106 51
5000 1 2.303302 52
5000 1 2.233082 52
5000 1 2.303482 52
5000 1 2.340579 52
5000 1 2.295286 52
5000 1 2.247391 53
5000 1 2.279131 53
5000 1 3.221657 53
5000 1 2.258980 53
5000 1 2.281478 53
5000 1 2.242615 54
5000 1 2.286158 54
5000 1 2.230246 54
5000 1 2.276114 54
5000 1 2.301643 54
5000 1 2.270989 55
5000 1 2.245013 55
5000 1 2.242819 55
5000 1 2.214856 55
5000 1 2.198898 55
5000 1 2.248215 56
5000 1 2.220027 56
5000 1 2.200580 56
5000 1 2.248224 56
5000 1 2.245310 56
5000 1 2.249036 57
5000 1 2.182020 57
5000 1 2.207323 57
5000 1 2.224024 57
5000 1 2.251268 57
5000 1 2.216084 58
5000 1 2.228456 58
5000 1 2.256442 58
5000 1 2.241784 58
5000 1 2.243413 58
5000 1 2.191193 59
5000 1 2.143370 59
5000 1 2.206342 59
5000 1 2.150072 59
5000 1 2.174281 59
5000 1 2.212802 60
5000 1 2.205171 60
5000 1 2.186302 60
5000 1 2.205696 60
5000 1 2.194624 60
5000 1 2.181775 61
5000 1 2.145831 61
5000 1 2.134676 61
5000 1 2.173395 61
5000 1 2.131997 61
5000 1 2.128981 62
5000 1 2.166125 62
5000 1 2.129296 62
5000 1 2.155170 62
5000 1 2.174189 62
5000 1 2.198573 63
5000 1 2.168741 63
5000 1 2.172671 63
5000 1 2.622002 63
5000 1 2.161191 63
5000 1 2.591011 64
5000 1 2.626372 64
5000 1 2.179876 64
5000 1 2.575278 64
5000 1 2.141952 64
