Size np Time Threads
5000 2 1.542527 34
5000 2 1.514041 35
5000 2 1.561474 35
5000 2 1.500902 35
5000 2 1.500125 35
5000 2 1.482371 35
5000 2 1.485583 36
5000 2 1.464943 36
5000 2 1.461152 36
5000 2 1.498092 36
5000 2 1.484554 36
5000 2 1.450269 37
5000 2 1.419699 37
5000 2 1.445678 37
5000 2 1.484235 37
5000 2 1.460391 37
5000 2 1.437749 38
5000 2 1.450989 38
5000 2 1.484347 38
5000 2 1.448444 38
5000 2 1.476444 38
5000 2 1.417156 39
5000 2 1.415397 39
5000 2 1.414794 39
5000 2 1.496088 39
5000 2 1.408373 39
5000 2 1.421949 40
5000 2 1.389281 40
5000 2 1.403079 40
5000 2 1.395217 40
5000 2 1.406291 40
5000 2 1.417335 41
5000 2 1.385057 41
5000 2 1.375677 41
5000 2 1.382938 41
5000 2 1.373971 41
5000 2 1.374894 42
5000 2 1.367425 42
5000 2 1.370250 42
5000 2 1.370910 42
5000 2 1.369324 42
5000 2 1.335644 43
5000 2 1.329538 43
5000 2 1.347176 43
5000 2 1.345555 43
5000 2 1.349926 43
5000 2 1.341834 44
5000 2 1.343446 44
5000 2 1.344026 44
5000 2 1.326153 44
5000 2 1.343558 44
5000 2 1.328420 45
5000 2 1.319015 45
5000 2 1.342818 45
5000 2 1.332752 45
5000 2 1.326271 45
5000 2 1.306577 46
5000 2 1.341665 46
5000 2 1.324027 46
5000 2 1.320027 46
5000 2 1.322959 46
5000 2 1.320782 47
5000 2 1.318205 47
5000 2 1.323012 47
5000 2 1.302134 47
5000 2 1.315503 47
5000 2 1.308145 48
5000 2 1.307107 48
5000 2 1.288575 48
5000 2 1.283033 48
5000 2 1.304317 48
5000 2 1.290925 49
5000 2 1.286950 49
5000 2 1.304993 49
5000 2 1.298287 49
5000 2 1.298263 49
5000 2 1.271403 50
5000 2 1.296758 50
5000 2 1.269908 50
5000 2 1.291646 50
5000 2 1.313003 50
5000 2 1.286789 51
5000 2 1.261691 51
5000 2 1.306766 51
5000 2 1.291058 51
5000 2 1.298641 51
5000 2 1.278321 52
5000 2 1.271444 52
5000 2 1.258277 52
5000 2 1.285691 52
5000 2 1.286789 52
5000 2 1.277113 53
5000 2 1.307445 53
5000 2 1.297429 53
5000 2 1.252416 53
5000 2 1.265158 53
5000 2 1.235987 54
5000 2 1.258597 54
5000 2 1.258873 54
5000 2 1.258368 54
5000 2 1.244160 54
5000 2 1.234487 55
5000 2 1.243987 55
5000 2 1.232119 55
5000 2 1.251613 55
5000 2 1.243827 55
5000 2 1.220640 56
5000 2 1.228839 56
5000 2 1.228477 56
5000 2 1.239380 56
5000 2 1.245246 56
5000 2 1.206016 57
5000 2 1.233338 57
5000 2 1.219246 57
5000 2 1.264258 57
5000 2 1.205236 57
5000 2 1.201371 58
5000 2 1.233781 58
5000 2 1.229374 58
5000 2 1.216601 58
5000 2 1.245720 58
5000 2 1.226201 59
5000 2 1.228748 59
5000 2 1.247381 59
5000 2 1.190169 59
5000 2 1.211143 59
5000 2 1.213840 60
5000 2 1.203290 60
5000 2 1.197123 60
5000 2 1.188101 60
5000 2 1.184309 60
5000 2 1.217461 61
5000 2 1.206597 61
5000 2 1.210548 61
5000 2 1.209476 61
5000 2 1.209179 61
5000 2 1.213972 62
5000 2 1.168757 62
5000 2 1.222116 62
5000 2 1.202233 62
5000 2 1.206437 62
5000 2 1.193887 63
5000 2 1.168216 63
5000 2 1.183389 63
5000 2 1.152525 63
5000 2 1.180039 63
5000 2 1.157499 64
5000 2 1.146057 64
5000 2 1.213377 64
5000 2 1.149351 64
5000 2 1.149101 64
