cores,exTime,gflops
118,1.600039,,1249.969251
118,1.617608,,1236.393859
119,1.609298,,1242.778229
119,1.609144,,1242.896579
119,1.608469,,1243.418304
120,1.624747,,1230.961175
120,1.597761,,1251.751395
120,1.595635,,1253.419466
121,1.622127,,1232.949284
121,1.622308,,1232.811648
121,1.616714,,1237.077330
122,1.663361,,1202.385003
122,1.665458,,1200.870794
122,1.640193,,1219.368919
123,1.655950,,1207.765823
123,1.652724,,1210.123538
123,1.651394,,1211.098269
124,1.667871,,1199.133252
124,1.666550,,1200.083974
124,1.659165,,1205.425728
125,1.707429,,1171.351649
125,1.709222,,1170.123108
125,1.746809,,1144.944626
126,1.689233,,1183.969247
126,1.683611,,1187.922544
126,1.687086,,1185.476367
127,1.644207,,1216.391898
127,1.652118,,1210.567491
127,1.652625,,1210.195850
128,1.674363,,1194.484375
128,1.657815,,1206.407539
128,1.662728,,1202.842239
